audc_f,audc_norm_f,boundary_hit,boundary_lambda_star,c_rec_p90_f,c_rec_tail_f,cell_missing_reason,cell_valid,cliff_flag,cliff_lambda,cpsc_lambda_star,degradation_rate,evolve_step,family,first_failing_lambda,first_hard_failing_lambda,ge_audc_f,ge_audc_norm_f,ge_boundary_hit,ge_boundary_lambda_star,ge_cell_missing_reason,ge_cell_valid,ge_cliff_flag,ge_cliff_lambda,ge_contract_margin_min,ge_cpsc_lambda_star,ge_degradation_rate,ge_evolve_step_e,ge_first_failing_lambda,ge_first_hard_failing_lambda,ge_hard_boundary_hit,ge_hard_gate_pass,ge_hard_lambda_star,ge_last_hard_passing_lambda,ge_last_passing_lambda,ge_margin_drop_f,ge_margin_hard,ge_margin_soft,ge_max_degradation_rate,ge_missing_lambdas,ge_monotonicity_violations,ge_near_boundary_hit,ge_ratio_pc,ge_ratio_q,ge_ratio_rec,ge_ratio_safe,ge_ratio_stab,ge_stress_lambda,ge_valid_lambda_coverage,hard_boundary_hit,hard_gate_pass,hard_lambda_star,last_hard_passing_lambda,last_passing_lambda,margin,margin_drop_f,margin_hard,margin_soft,max_degradation_rate,metric_source_map,missing_lambdas,monotonicity_violations,n_episodes,near_boundary_hit,pc_f,pc_term,pc_term_raw,q_f,q_term,q_term_raw,rec_term,rec_term_raw,safe_term,safe_term_raw,stab_term,stab_term_raw,stress_lambda,task_family,u_f,v_stab_p90_f,v_stab_tail_f,valid_lambda_coverage
1.016219807161631,1.016219807161631,True,1.0,97.84499870125833,97.84499870125833,,True,True,0.6,1.0,0.0,0,placement_only,0.0,0.0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.3158850840659908,1.0,0.0,0,0.0,0.0,1,0,1.0,1.0,1.0,-0.4703610199633659,-0.6422913781300785,-0.3158850840659908,1.8822837208319596,,4,0,1.4285714285714286,1.4285714285714286,0.35770862186992153,2.0,1.010521209998097,0.0,1.0,True,False,1.0,1.0,1.0,-0.3158850840659908,-0.4703610199633659,-0.6422913781300785,-0.3158850840659908,1.8822837208319596,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,4,9,False,1.0,1.4285714285714286,1.4285714285714286,1.0,1.4285714285714286,1.4285714285714286,0.35770862186992153,0.35770862186992153,2.0,50000.00000000001,1.010521209998097,1.010521209998097,0.0,placement_only,0.0,0.19791666666666666,0.19791666666666666,1.0
1.016219807161631,1.016219807161631,False,1.0,29.57112270535189,29.57112270535189,,True,True,0.6,1.0,0.0,0,placement_only,0.0,0.0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.09705414569675241,1.0,0.0,0,0.0,0.0,0,1,1.0,1.0,1.0,-0.4703610199633659,0.010521209998096914,0.09705414569675241,1.8822837208319596,,4,1,1.4285714285714286,1.4285714285714286,1.1835870813954077,2.0,1.010521209998097,0.2,1.0,False,True,1.0,1.0,1.0,0.09705414569675241,-0.4703610199633659,0.010521209998096914,0.09705414569675241,1.8822837208319596,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,4,9,True,1.0,1.4285714285714286,1.4285714285714286,1.0,1.4285714285714286,1.4285714285714286,1.1835870813954077,1.1835870813954077,2.0,50000.00000000001,1.010521209998097,1.010521209998097,0.2,placement_only,0.0,0.19791666666666666,0.19791666666666666,1.0
1.016219807161631,1.016219807161631,False,1.0,24.223177445034487,24.223177445034487,,True,True,0.6,1.0,0.0,0,placement_only,0.0,0.0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0.0,0.0,0,1,1.0,1.0,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,False,True,1.0,1.0,1.0,0.21954631928476287,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,4,9,False,1.0,1.4285714285714286,1.4285714285714286,1.0,1.4285714285714286,1.4285714285714286,1.444897088110031,1.444897088110031,2.0,50000.00000000001,1.010521209998097,1.010521209998097,0.4,placement_only,0.0,0.19791666666666666,0.19791666666666666,1.0
1.016219807161631,1.016219807161631,True,1.0,51.80135870523466,51.80135870523466,,True,True,0.6,1.0,1.8822837208319596,0,placement_only,0.0,0.0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,0.0,0.0,1,0,1.0,1.0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,True,False,1.0,1.0,1.0,-0.15691042488162898,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,4,9,False,1.0,1.4285714285714286,1.4285714285714286,1.0,1.4285714285714286,1.4285714285714286,0.6756579402386451,0.6756579402386451,2.0,50000.00000000001,1.010521209998097,1.010521209998097,0.6,placement_only,0.0,0.19791666666666666,0.19791666666666666,1.0
1.016219807161631,1.016219807161631,False,1.0,35.2216867829687,35.2216867829687,,True,True,0.6,1.0,0.0,0,placement_only,0.0,0.0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.0021135697925769303,1.0,0.0,0,0.0,0.0,0,1,1.0,1.0,1.0,-0.4703610199633659,-0.006294070412943054,0.0021135697925769303,1.8822837208319596,,4,1,1.4285714285714286,1.4285714285714286,0.993705929587057,2.0,1.010521209998097,0.8,1.0,False,True,1.0,1.0,1.0,0.0021135697925769303,-0.4703610199633659,-0.006294070412943054,0.0021135697925769303,1.8822837208319596,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,4,9,True,1.0,1.4285714285714286,1.4285714285714286,1.0,1.4285714285714286,1.4285714285714286,0.993705929587057,0.993705929587057,2.0,50000.00000000001,1.010521209998097,1.010521209998097,0.8,placement_only,0.0,0.19791666666666666,0.19791666666666666,1.0
1.016219807161631,1.016219807161631,False,1.0,26.955616292316634,26.955616292316634,,True,True,0.6,1.0,0.0,0,placement_only,0.0,0.0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.15447593589737507,1.0,0.0,0,0.0,0.0,0,1,1.0,1.0,1.0,-0.4703610199633659,0.010521209998096914,0.15447593589737507,1.8822837208319596,,4,0,1.4285714285714286,1.4285714285714286,1.2984306617966532,2.0,1.010521209998097,1.0,1.0,False,True,1.0,1.0,1.0,0.15447593589737507,-0.4703610199633659,0.010521209998096914,0.15447593589737507,1.8822837208319596,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,4,9,False,1.0,1.4285714285714286,1.4285714285714286,1.0,1.4285714285714286,1.4285714285714286,1.2984306617966532,1.2984306617966532,2.0,50000.00000000001,1.010521209998097,1.010521209998097,1.0,placement_only,0.0,0.19791666666666666,0.19791666666666666,1.0
0.5367465518646957,0.5367465518646957,True,,79.7902005869921,79.7902005869921,,True,True,0.4,,0.0,0,spatial_relation,0.0,0.0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.45488403027323465,,0.0,0,0.0,0.0,1,0,,,,0.11654454115533674,-0.5613496481539668,-0.45488403027323465,1.6289539690187431,,3,0,1.0714285714285714,1.0714285714285714,0.4386503518460332,2.0,0.6515815876074974,0.0,1.0,True,False,,,,-0.45488403027323465,0.11654454115533674,-0.5613496481539668,-0.45488403027323465,1.6289539690187431,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,3,3,False,0.75,1.0714285714285714,1.0714285714285714,0.75,1.0714285714285714,1.0714285714285714,0.4386503518460332,0.4386503518460332,2.0,50000.00000000001,0.6515815876074974,0.6515815876074974,0.0,spatial_relation,0.0,0.30694444444444446,0.30694444444444446,1.0
0.5367465518646957,0.5367465518646957,True,,37.73036603432871,37.73036603432871,,True,True,0.4,,0.0,0,spatial_relation,0.0,0.0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.31706634905339415,,0.0,0,0.0,0.0,1,0,,,,0.11654454115533674,-0.3484184123925026,-0.31706634905339415,1.6289539690187431,,3,0,0.7142857142857143,0.7142857142857143,0.9276347608321832,2.0,0.6515815876074974,0.2,1.0,True,False,,,,-0.31706634905339415,0.11654454115533674,-0.3484184123925026,-0.31706634905339415,1.6289539690187431,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,3,3,False,0.5,0.7142857142857143,0.7142857142857143,0.5,0.7142857142857143,0.7142857142857143,0.9276347608321832,0.9276347608321832,2.0,50000.00000000001,0.6515815876074974,0.6515815876074974,0.2,spatial_relation,0.0,0.30694444444444446,0.30694444444444446,1.0
0.5367465518646957,0.5367465518646957,True,,43.529855420252574,43.529855420252574,,True,True,0.4,,1.6289539690187431,0,spatial_relation,0.0,0.0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.6428571428571428,,1.6289539690187431,0,0.0,0.0,1,0,,,,0.11654454115533674,-0.6428571428571428,-0.6428571428571428,1.6289539690187431,,3,0,0.35714285714285715,0.35714285714285715,0.8040458406776643,2.0,0.6515815876074974,0.4,1.0,True,False,,,,-0.6428571428571428,0.11654454115533674,-0.6428571428571428,-0.6428571428571428,1.6289539690187431,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,3,3,False,0.25,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.8040458406776643,0.8040458406776643,2.0,50000.00000000001,0.6515815876074974,0.6515815876074974,0.4,spatial_relation,0.0,0.30694444444444446,0.30694444444444446,1.0
0.5367465518646957,0.5367465518646957,True,,74.22057804326897,74.22057804326897,,True,True,0.4,,0.0,0,spatial_relation,0.0,0.0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.43842554315317694,,0.0,0,0.0,0.0,1,0,,,,0.11654454115533674,-0.5284326739138512,-0.43842554315317694,1.6289539690187431,,3,0,1.0714285714285714,1.0714285714285714,0.4715673260861488,2.0,0.6515815876074974,0.6,1.0,True,False,,,,-0.43842554315317694,0.11654454115533674,-0.5284326739138512,-0.43842554315317694,1.6289539690187431,"{'task_percent_complete': 'task_percent_complete', 'proposition_satisfied_fraction': 'proposition_satisfied_fraction', 'unsafe_rate': 'missing_safety_policy:assume_zero', 'c_rec': 'rebound_c_rec:legacy_unvalidated', 'stability_load': 'stability_beta_neighborhood'}",,3,3,False,0.75,1.0714285714285714,1.0714285714285714,0.75,1.0714285714285714,1.0714285714285714,0.4715673260861488,0.4715673260861488,2.0,50000.00000000001,0.6515815876074974,0.6515815876074974,0.6,spatial_relation,0.0,0.30694444444444446,0.30694444444444446,1.0
